date,company,symbol,open,high,low,close,rsi,macd,macd_signal,macd_histogram,ema_20,ema_50,ema_200,atr,atr_pct,volume_ratio,trend_score,price_vs_ema20,nifty_trend,banknifty_trend,sensex_trend,sentiment_score,impact_score,relevance_score,news_count,dominant_event,trigger_count,target
2023-08-10,tata,TMPV.NS,613.89,619.11,589.25,609.21,52.46,5.9563,10.3757,-4.4195,609.79,584.15,498.16,14.51,2.3817,3.8431,0,-0.58,Neutral,Bearish,Neutral,0,0,0,0,None,0,0
2023-08-13,tata,TMPV.NS,610.69,615.61,601.08,602.85,48.71,4.7966,9.2599,-4.4633,609.12,584.89,499.21,14.51,2.4071,0.6707,0,-6.27,Neutral,Bearish,Neutral,0,0,0,0,None,0,0
2023-08-15,tata,TMPV.NS,603.05,603.05,585.81,598.47,46.26,3.4837,8.1047,-4.621,608.11,585.42,500.19,14.71,2.4574,1.0146,0,-9.64,Neutral,Bearish,Neutral,0,0,0,0,None,0,0
2023-08-16,tata,TMPV.NS,597.83,612.26,588.56,609.7,52.82,3.3114,7.146,-3.8346,608.26,586.37,501.28,15.35,2.5174,1.0047,2,1.44,Neutral,Bearish,Neutral,0,0,0,0,None,0,0
2023-08-17,tata,TMPV.NS,610.93,612.9,602.06,604.77,49.94,2.7456,6.2659,-3.5203,607.93,587.09,502.31,15.03,2.4847,0.8333,0,-3.16,Bearish,Bearish,Bearish,0,0,0,0,None,0,0
2023-08-20,tata,TMPV.NS,603.84,611.03,601.97,606.79,51.12,2.4322,5.4992,-3.067,607.82,587.86,503.35,14.6,2.4062,0.7607,0,-1.03,Bearish,Bearish,Bearish,0,0,0,0,None,0,0
2023-08-21,tata,TMPV.NS,607.98,614.18,605.81,611.43,53.8,2.5284,4.905,-2.3766,608.16,588.79,504.43,14.16,2.3153,0.6587,2,3.26,Neutral,Bearish,Neutral,0,0,0,0,None,0,0
2023-08-22,tata,TMPV.NS,612.71,617.34,609.55,611.13,53.6,2.5514,4.4343,-1.8829,608.45,589.66,505.49,13.7,2.2419,0.5944,2,2.68,Neutral,Bearish,Neutral,0,0,0,0,None,0,0
2023-08-23,tata,TMPV.NS,613.64,613.64,604.18,604.92,49.4,2.0451,3.9565,-1.9114,608.11,590.26,506.48,13.4,2.2148,0.5862,0,-3.19,Neutral,Neutral,Neutral,0.8,0.7,0.9,10,Product,0,0
2023-08-24,tata,TMPV.NS,608.96,609.95,600.73,602.01,47.52,1.3932,3.4438,-2.0506,607.53,590.72,507.43,13.1,2.1759,0.5525,0,-5.52,Neutral,Neutral,Neutral,0.4,0.35,0.45,0,None,0,0
2023-08-27,tata,TMPV.NS,601.92,607.68,584.62,596.25,43.95,0.4068,2.8364,-2.4296,606.46,590.94,508.31,13.81,2.3162,1.2307,-1,-10.21,Bearish,Bearish,Bearish,0.12,0.105,0.135,0,None,0,0
2023-08-28,tata,TMPV.NS,596.55,599.6,592.75,593.59,42.37,-0.5829,2.1525,-2.7355,605.23,591.04,509.16,13.31,2.2428,0.5766,-1,-11.64,Bearish,Neutral,Bearish,0.036,0.0315,0.0405,0,None,0,0
2023-08-29,tata,TMPV.NS,594.77,601.57,594.77,598.27,46.05,-0.9784,1.5264,-2.5047,604.57,591.33,510.05,12.93,2.1616,0.5375,0,-6.3,Neutral,Neutral,Neutral,0.0108,0.0095,0.0121,0,None,0,0
